gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
GEM	7.03596449338622e-09	2.19197011753943	0.107	0.01	0.000235972177179187
EMP3	9.91314259838595e-09	-0.943932002240499	0.515	0.798	0.000332466976464668
UBE2L6	1.05991534976366e-08	0.936657411402621	0.767	0.502	0.000355474410003738
RPS12	1.218324944777e-08	-0.29482319890503	1	1	0.000408601819979311
MT-CO2	2.40860554264648e-08	0.253550495581984	1	1	0.000807798126892777
RPS27	2.49585251209121e-08	0.335153987521479	1	1	0.000837059015505152
ATP1A1	2.54255080724072e-08	-1.15241563550243	0.408	0.673	0.000852720689732392
ACTB	3.15454267243759e-08	-0.429529828523101	1	1	0.00105797052148212
GBP2	4.0887536441566e-08	1.34170818550553	0.544	0.318	0.00137128619717724
LAYN	7.69221013740397e-08	2.71289483742539	0.146	0.027	0.00257981343588254
LY6E	7.74692704502299e-08	0.729096854868385	0.893	0.781	0.00259816439235981
ATF3	7.95783884886319e-08	1.59551313405766	0.388	0.166	0.00266889999313174
NFKBIZ	7.98431588754321e-08	1.6468700899268	0.592	0.404	0.00267777986236424
CLIP3	9.39032826783088e-08	5.43005393538036	0.049	0	0.00314932829446512
AREG	1.10733197704548e-07	2.1049212715645	0.408	0.19	0.00371376998461513
NOP53	1.14962825768104e-07	0.57076434601344	0.913	0.86	0.00385562325061067
CISH	1.30065264845911e-07	-1.71204836928874	0.194	0.459	0.00436212885240216
HLA-DQB1	1.62111598102249e-07	1.75608282903539	0.223	0.065	0.00543689877715322
CST7	1.71306860208925e-07	0.746242568339945	0.903	0.868	0.00574528947768691
SOCS3	1.74955101517367e-07	1.56981401422187	0.388	0.176	0.00586764419468947
GBP5	2.02825401496101e-07	1.58483021596373	0.515	0.33	0.00680235831537624
PKM	2.42452940911216e-07	-0.653752732819854	0.553	0.795	0.00813138673228037
FAM129A	2.56756705170519e-07	1.27214728868157	0.456	0.245	0.00861110637800886
LTB	2.64427735600775e-07	-0.887271835961266	0.447	0.711	0.00886837739657878
TUBA1B	2.74888698020365e-07	-0.933840728713345	0.456	0.711	0.009219217154207
CHI3L2	2.84977774795836e-07	1.83259813982413	0.223	0.068	0.00955758461110274
LCP1	4.37510771540319e-07	-0.609285518009142	0.816	0.935	0.0146732362559192
RPS27A	4.38967262677001e-07	-0.209761761878867	1	1	0.0147220840556613
AC020571.1	4.7873897747932e-07	-1.99079435716911	0.184	0.44	0.0160559478267015
RBL2	5.33473875896865e-07	-0.914611024951463	0.544	0.735	0.0178916468498291
RPL5	5.51084041005917e-07	-0.328997020378456	1	1	0.0184822565672564
CD160	6.22566555130654e-07	-1.01937811755357	0.35	0.634	0.0208796371259719
CBLB	6.46321364653952e-07	0.996869583075699	0.738	0.563	0.0216763259277642
ZC3H12D	6.54419697522636e-07	1.89528206323159	0.184	0.05	0.0219479278155142
KLRC1	7.19342648809101e-07	1.64928657385903	0.262	0.092	0.0241253137557596
SARAF	8.34534780004972e-07	0.325989297540767	1	0.993	0.0279886274518068
RPS3A	9.45708995620835e-07	-0.247461522535837	1	1	0.0317171882951316
PDE3B	9.50984660736016e-07	1.44130468019932	0.427	0.238	0.0318941235517645
PSMB8	9.66072492380847e-07	0.652275871906275	0.816	0.707	0.0324001392494689
FIBP	1.2677907771268e-06	1.11634628314499	0.476	0.265	0.0425191670832786
HIST1H2AC	1.30654244090667e-06	1.79523243250846	0.204	0.062	0.0438188203831278
RPS5	1.37702751014411e-06	-0.267293253155216	1	1	0.0461827486352132
