gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RPS3	4.35091856666142e-23	-0.342527476684266	0.997	1	1.45921106888691e-18
RPL3	3.46182416761078e-22	-0.40442317388344	0.994	1	1.1610265893333e-17
FOSB	3.69262963974087e-22	-1.89815556882367	0.337	0.597	1.23843412857629e-17
RPL22	6.97573457339428e-22	-0.423313693587988	0.986	0.994	2.33952186122497e-17
LMO4	1.85466182933429e-21	4.26008438699595	0.178	0.018	6.22016484322134e-17
RPL17	2.73495873098289e-21	-0.367046793668246	0.992	0.999	9.1725045919704e-17
TAP1	2.86216300764494e-21	1.08834556548535	0.749	0.535	9.59912229503961e-17
EEF1A1	3.56134159450715e-21	-0.287671081292685	1	1	1.19440274396581e-16
RPS6	3.59475358515981e-21	-0.376611156640623	0.997	1	1.2056084573909e-16
RPS27A	3.62849048305094e-21	-0.331226120936623	1	1	1.21692313820562e-16
PSME2	1.60109514929551e-20	0.815131907062853	0.872	0.706	5.36975291170727e-16
RPLP2	4.32024884646418e-20	-0.363595389519364	0.997	0.999	1.44892505812716e-15
RPL26	5.44212439837131e-20	-0.312461379927486	0.994	1	1.82517968072577e-15
RPS5	6.59459485501163e-20	-0.41266085364781	0.997	1	2.2116952224738e-15
IFITM2	6.97147931672956e-20	0.935695416533371	0.83	0.65	2.33809473324476e-15
UBE2L6	1.39579576331795e-19	1.03168738912087	0.696	0.457	4.68121983101575e-15
SAT1	1.50312238349795e-19	1.10552353888563	0.894	0.781	5.04117184977541e-15
FKBP11	1.6488475609802e-19	2.47447525016647	0.253	0.06	5.5299049500154e-15
IFNG	2.2724878763894e-19	4.32266753365659	0.139	0.007	7.62146983983478e-15
RPL12	2.35592918198492e-19	-0.339593352796455	0.997	1	7.90131529054101e-15
CD74	4.39496901382988e-19	0.880097207504706	0.972	0.941	1.47398470785827e-14
B2M	4.57362618683552e-19	0.308335204893383	1	1	1.5339027505409e-14
WARS	5.206107365831e-19	1.97175916465697	0.323	0.103	1.7460242883524e-14
SLC27A2	1.66437503466365e-18	3.53005312864521	0.153	0.015	5.58198099125496e-14
SRGN	3.61903175283103e-18	0.545548861364075	0.994	0.996	1.21375086926447e-13
LY6E	4.68042624764552e-18	0.865425085541171	0.808	0.616	1.56972135493535e-13
RPL9	5.0262339986502e-18	-0.362760405162276	0.994	0.997	1.6856983584673e-13
RPS8	5.89784314630788e-18	-0.336692042323144	1	1	1.97801863440874e-13
RPS13	6.7432591745944e-18	-0.341762345655427	0.997	1	2.26155426197547e-13
STAT1	6.9655437362954e-18	1.19249898037582	0.677	0.435	2.33610405827875e-13
RPL11	1.06109213231687e-17	-0.296317540569445	1	1	3.5586907933643e-13
ETV7	2.3279990752678e-17	1.66405146850312	0.312	0.101	7.80764329863314e-13
RPS15	2.52263617617396e-17	-0.292356912592634	0.997	1	8.46041720765222e-13
AL157402.2	2.94534156096468e-17	2.83711255167987	0.22	0.051	9.87808652716335e-13
RPS21	4.54666335497269e-17	-0.400334490056578	0.992	0.996	1.52485995599074e-12
RARRES3	5.16736963311346e-17	1.02534258502875	0.816	0.649	1.73303242755359e-12
TXNIP	7.54345855874696e-17	-0.909778089594156	0.529	0.747	2.52992513143256e-12
DUSP2	1.67226694274531e-16	0.808974157209401	0.861	0.706	5.60844887257924e-12
GNA15	1.78286182127116e-16	2.19362458357306	0.212	0.047	5.97936197617921e-12
MT-ND5	3.55080415051418e-16	-0.464189782387947	0.975	0.988	1.19086869599945e-11
BHLHE40	4.77474664169727e-16	1.96645496011884	0.281	0.09	1.60135452869243e-11
GAPDH	4.89636104648566e-16	0.495426280690727	1	0.997	1.64214156777036e-11
RPS28	5.02059693185492e-16	-0.332368268724624	0.997	1	1.6838077990055e-11
RPS25	6.3161236540665e-16	-0.308494696005437	1	1	2.11830155110082e-11
RPL35A	6.52212126837921e-16	-0.315036644994292	0.997	1	2.18738903098902e-11
SPINT2	6.69934131302772e-16	-1.48454898625252	0.153	0.403	2.24682508956324e-11
IL12RB2	1.44080841296349e-15	2.06775762961224	0.22	0.054	4.83218325539694e-11
EEF1B2	2.03342912083457e-15	-0.435753588553592	0.967	0.984	6.81971458545498e-11
RPL7	2.28833200086668e-15	-0.384656972935179	0.967	0.981	7.67460786450668e-11
RPL5	2.4616427614902e-15	-0.312575426954885	0.994	1	8.25585749348584e-11
CREM	3.61855917832918e-15	0.805538758057892	0.733	0.515	1.21359237722804e-10
NPDC1	3.88753042834232e-15	1.67662727666243	0.276	0.091	1.30379995505745e-10
ADAM19	4.38189457617287e-15	2.04826919528577	0.242	0.072	1.46959980295686e-10
HLA-A	4.4511833145727e-15	0.452310280625918	1	0.999	1.49283786004139e-10
RPL29	5.86875813325824e-15	-0.284981198913968	0.997	0.999	1.96826410273215e-10
LGALS3BP	8.48152165675259e-15	2.61437881371869	0.175	0.035	2.84453273324168e-10
RGS2	8.62731569491396e-15	1.21646139093357	0.454	0.219	2.89342913776024e-10
MAP3K8	1.13724820430167e-14	1.66923477093263	0.331	0.135	3.81410302758694e-10
SATB1	1.29976873139866e-14	1.455004512504	0.351	0.146	4.35916437136482e-10
RPL18A	1.36424083995927e-14	-0.268239098265526	1	1	4.5753909290554e-10
HLA-DRB1	3.73784148070113e-14	0.983693275415734	0.409	0.179	1.25359727579755e-09
DYNLT1	4.03845898453709e-14	0.95218620184381	0.602	0.385	1.35441837423405e-09
RPL39	6.96896299708726e-14	-0.289829036102153	1	0.999	2.33725080996313e-09
SH2D2A	1.61367435910499e-13	0.855631554306877	0.721	0.559	5.41194106556632e-09
MCOLN2	1.70025348575375e-13	2.62738599494269	0.153	0.029	5.70231014052092e-09
CYTIP	1.77811723776653e-13	0.571793347717093	0.928	0.841	5.96344959202139e-09
RPL8	2.58494835885738e-13	-0.258911366120487	1	1	8.66939980593589e-09
EIF4B	2.82094794684137e-13	-0.58397274418221	0.752	0.857	9.46089522411658e-09
RPS7	2.94907578941115e-13	-0.242390779464694	1	1	9.89061038252712e-09
CXCL13	3.02941540294838e-13	7.42420631673761	0.103	0.009	1.01600533784083e-08
RPS16	3.22020874052453e-13	-0.292009891130046	0.997	0.999	1.07999360739712e-08
FAU	3.59302549984509e-13	-0.262113569289415	0.997	1	1.20502889213805e-08
OAZ1	3.6383792310658e-13	0.391989971408302	0.986	0.972	1.22023962651485e-08
MT-ATP6	6.29806431446617e-13	-0.311276359582917	0.994	0.994	2.11224480978566e-08
RPL18	6.51748242202408e-13	-0.238030319968626	0.997	1	2.18583325469844e-08
NKG7	6.85275304792971e-13	4.37447205732592	0.12	0.016	2.29827631721467e-08
CLECL1	7.07750343689612e-13	2.9963769664281	0.117	0.015	2.37365310266622e-08
TBC1D4	7.46537880507085e-13	-0.923110727251628	0.423	0.628	2.50373874364466e-08
PSME1	7.95813101286364e-13	0.46204068596811	0.908	0.868	2.66899797909421e-08
COMMD6	8.30260414775714e-13	-0.431571720577503	0.914	0.946	2.78452737907479e-08
TNFRSF4	1.03767172875069e-12	1.46372012514604	0.733	0.616	3.48014344388405e-08
RPL41	1.19234517270972e-12	-0.352857238807954	0.994	0.994	3.99888724023385e-08
RPL38	1.34680890690157e-12	-0.47931941191949	0.944	0.953	4.51692771196649e-08
ICOS	1.54746464898653e-12	0.846860552955256	0.836	0.709	5.18988693977102e-08
TNFRSF18	1.91813104361992e-12	1.03458511868457	0.694	0.541	6.43302789409249e-08
MTHFD2	2.2430456935274e-12	0.983492298865373	0.554	0.349	7.52272664695219e-08
GBP4	2.28620626481281e-12	1.17373841916988	0.415	0.212	7.66747857092922e-08
SYTL3	2.40377554087979e-12	1.14295605261951	0.521	0.325	8.06178240900263e-08
HLA-DRA	2.83341473974342e-12	2.04679087468448	0.189	0.053	9.50270635415149e-08
FOXP1	3.24582808002911e-12	-0.976268207019723	0.421	0.607	1.08858582148016e-07
TNFAIP3	3.58358908286152e-12	0.709624455062001	0.855	0.704	1.2018641066101e-07
RUNX3	3.97557039911376e-12	1.28776590491371	0.362	0.171	1.33332680045477e-07
CYBA	4.15295297799507e-12	0.530855595351821	0.969	0.929	1.39281736975999e-07
VIM	7.03587134648356e-12	-0.702358418702707	0.632	0.775	2.35969053218366e-07
HAPLN3	8.5539872826553e-12	1.46254525109418	0.265	0.101	2.86883625485693e-07
JUNB	8.60253059389913e-12	-0.611081802784046	0.969	0.978	2.88511671058189e-07
PSMB8	8.63028015628966e-12	0.604927165733081	0.797	0.718	2.89442335881643e-07
TESC	9.09248582344545e-12	1.75177287205307	0.201	0.06	3.04943789546714e-07
RPL23A	1.00566433408891e-11	-0.266956431729723	0.992	0.999	3.37279704366737e-07
FKBP1A	1.07597610073367e-11	0.525288322673923	0.875	0.787	3.60860864664059e-07
LINC01871	1.0761860080231e-11	2.18075947122048	0.231	0.084	3.60931263370788e-07
RUNX2	1.8195458375704e-11	1.94207198853149	0.175	0.049	6.10239283004359e-07
IRF1	2.17284738109572e-11	0.780166913741952	0.735	0.559	7.28729554671884e-07
RPS4X	2.19835307413462e-11	-0.287815376088999	1	1	7.3728365400327e-07
RGS1	2.20747416655369e-11	0.500585346485762	0.88	0.726	7.40342685978777e-07
MT2A	2.2797349819141e-11	0.959273410162681	0.618	0.429	7.64577518234349e-07
GPR65	2.62158264752825e-11	1.22243865569587	0.284	0.119	8.79226388328024e-07
ARID5B	2.7162400987189e-11	0.62733842545651	0.802	0.619	9.10972604308345e-07
EEF1G	3.1701730537578e-11	-0.309466352488246	0.972	0.978	1.06321263876929e-06
GPR132	3.26257819830272e-11	1.56221077308908	0.189	0.056	1.09420347614677e-06
SH3YL1	3.52099405465699e-11	-1.73044302596829	0.081	0.249	1.18087098605086e-06
PPA1	3.76404410550038e-11	0.780178923294595	0.643	0.44	1.26238511210272e-06
LAIR2	4.11733971587228e-11	1.19096634617985	0.331	0.154	1.38087339390924e-06
CD38	4.34496022473722e-11	1.12871543276229	0.435	0.243	1.45721276017237e-06
DDIT4	5.3061997461989e-11	0.762994828021616	0.799	0.628	1.77959327088019e-06
GZMB	6.36222290675545e-11	7.05183062218202	0.067	0.001	2.13376231846764e-06
PSMB10	7.9732969245656e-11	0.598016368097953	0.766	0.629	2.67408432256081e-06
TRAT1	8.45531999146062e-11	1.26072694601531	0.343	0.166	2.83574521873606e-06
RPL6	9.94853390432641e-11	-0.240299022641561	1	1	3.33653930083299e-06
SOD1	1.03054592367269e-10	0.516305554295945	0.93	0.859	3.45624491881348e-06
TXN	1.36723020428164e-10	0.832830666701491	0.674	0.518	4.58541665911978e-06
CD8A	1.44159175245558e-10	4.92945196087556	0.078	0.006	4.83481041938553e-06
MT-CYB	1.76201153087852e-10	-0.263918671019147	0.997	0.997	5.90943427226039e-06
LEPROTL1	1.9403578222793e-10	0.614069359172536	0.811	0.707	6.50757206436031e-06
ZC2HC1A	2.0566815312884e-10	-1.49708556724719	0.17	0.349	6.89769851963503e-06
RPL36	2.21632539716629e-10	-0.303182636873015	0.983	0.999	7.43311211701629e-06
GPR34	2.43741580109227e-10	2.5384174253795	0.103	0.016	8.17460511370327e-06
NEAT1	2.56651130429165e-10	0.664417427878748	0.758	0.587	8.60756561233334e-06
IFI27L2	2.64496913953146e-10	0.931735603984799	0.448	0.262	8.8706975001606e-06
JPT1	2.71580466684348e-10	0.637952193456113	0.713	0.518	9.10826569165967e-06
CD2	3.12948303272852e-10	0.467316706380644	0.958	0.929	1.04956601951649e-05
TMSB10	3.61048197800701e-10	0.402663403068257	1	0.997	1.21088344578399e-05
AC013264.1	4.18019425568378e-10	3.08604676066968	0.1	0.016	1.40195354947123e-05
AHNAK	4.77109111664981e-10	-0.931932749437617	0.298	0.49	1.60012853870201e-05
AC004556.1	4.82216417155383e-10	4.53452213173882	0.061	0.001	1.61725741985572e-05
LYST	5.51846459818557e-10	1.02163473632992	0.37	0.194	1.85078265693948e-05
IL16	6.45126439607487e-10	-0.610314478232195	0.599	0.744	2.16362505315559e-05
MYL6	6.67089884955526e-10	0.335152580738735	0.981	0.985	2.23728605616384e-05
RPL35	6.68964507870247e-10	-0.27884069554452	0.986	0.99	2.24357316649524e-05
GZMA	6.78400131979122e-10	2.01818928669409	0.148	0.04	2.27521836263158e-05
PFDN5	7.20373723134709e-10	-0.287704120687235	0.969	0.982	2.41598939264919e-05
MGST3	7.25499026907579e-10	-0.949369030615503	0.262	0.44	2.43317863644264e-05
BCL2L11	8.31285547578491e-10	1.4070934042589	0.276	0.125	2.78796546946874e-05
RPL36A	8.72540155919923e-10	-0.630877157545175	0.719	0.775	2.92632517492424e-05
C12orf57	9.24875280617031e-10	-0.457219460420187	0.838	0.919	3.1018467161334e-05
RNPEPL1	1.06113752740714e-09	-1.11339872469047	0.245	0.409	3.55884303941805e-05
RPL7A	1.27575283513823e-09	-0.209243776501092	0.997	1	4.2786198584866e-05
NFKBIZ	1.58061489748459e-09	0.91828276792955	0.682	0.493	5.30106624318382e-05
RPL27A	1.61535332354611e-09	-0.391771738309718	0.9	0.94	5.41757197650896e-05
ANKRD12	1.63374634780413e-09	-0.555132432173162	0.747	0.832	5.47925850126548e-05
UBA52	1.78821459228994e-09	-0.252631619204655	0.992	0.993	5.997314099622e-05
MGAT4A	1.87686539382981e-09	1.34010223777525	0.298	0.147	6.29463115782642e-05
PARP9	2.17004527132444e-09	1.15842329684789	0.273	0.124	7.2778978309679e-05
CD7	2.38282341313209e-09	0.681396651894173	0.942	0.931	7.99151316296241e-05
RPL37	2.64815068545724e-09	-0.231876066682946	1	0.999	8.8813677688865e-05
MRPL10	2.66132688451021e-09	1.100791735042	0.351	0.187	8.92555810527035e-05
DNAJC1	2.86189276521562e-09	0.965762991025579	0.396	0.215	9.59821595598013e-05
PSMA1	3.24637478179713e-09	0.598012908078354	0.669	0.513	0.000108876917431912
TSPAN14	3.25061713103653e-09	0.666125909775969	0.543	0.349	0.000109019197340703
SUB1	3.41962680323923e-09	0.415083605389728	0.928	0.869	0.000114687443727037
IFITM1	3.89191912443663e-09	0.470502650838085	0.88	0.65	0.000130527183595356
RPS27	4.90055309665738e-09	-0.26922662651659	0.997	1	0.000164354749755695
BTG3	5.17700873283035e-09	0.722933504996845	0.552	0.366	0.000173626518881664
RPL28	6.34658471191761e-09	-0.168582935522164	1	1	0.000212851758068293
CD8B	6.77774731256541e-09	3.13364373998017	0.075	0.009	0.000227312089368819
EMB	7.77625735485407e-09	0.813949621582512	0.521	0.341	0.000260800119167096
SPOCK2	8.78278189515616e-09	0.460468981219981	0.947	0.913	0.000294556939199747
GYG1	9.60538596010601e-09	0.890924678759357	0.398	0.226	0.000322145434330035
RTKN2	9.75873887991935e-09	1.41264320823878	0.29	0.149	0.000327288584554735
CYTOR	1.03744644331776e-08	0.522198947438191	0.76	0.594	0.00034793878815991
CBLB	1.05466479872726e-08	0.765314307525996	0.521	0.338	0.000353713480197149
IGKV3D-20	1.07755344647844e-08	6.4296015894121	0.047	0	0.000361389874879939
IL32	1.17915400033543e-08	-0.296737624875911	0.944	0.994	0.000395464668632496
GNLY	1.18392048854209e-08	5.78171065798534	0.061	0.004	0.000397063253447245
N4BP2	1.20612943699167e-08	1.52575201089726	0.189	0.074	0.000404511690578266
IFI35	1.43081461626381e-08	0.901819920658118	0.412	0.241	0.000479866606002556
PYCARD	1.46809178574535e-08	0.816455307105662	0.423	0.253	0.000492368623103276
SP140	1.47402097041801e-08	0.798112067016182	0.504	0.332	0.000494357153058794
ZEB2	1.74073376901336e-08	2.29723097762249	0.134	0.04	0.000583807291451702
RPS20	1.77773545362001e-08	-0.410147249854969	0.852	0.897	0.00059621691643508
KANSL1-AS1	1.83135177936383e-08	-1.63652933942003	0.078	0.215	0.000614198759763041
BTG2	1.83748225857839e-08	-0.705721923307557	0.774	0.843	0.000616254799882022
SMAP2	1.8870960391221e-08	0.758827562923003	0.652	0.499	0.000632894269600771
RAC2	2.07637128873922e-08	0.246442482006155	0.989	0.978	0.000696373402817361
OASL	2.22139116646803e-08	2.64308384027297	0.123	0.034	0.000745010169410048
NFATC2	2.54469914099399e-08	0.792139846832877	0.485	0.307	0.000853441197906565
NACA	2.77172224838542e-08	-0.208691404305968	1	0.997	0.000929580207663501
IL18RAP	2.88833992812001e-08	2.76996578226424	0.078	0.012	0.000968691445092889
RPL15	2.91673030162686e-08	-0.195655076088447	1	1	0.000978213008559615
SLA	3.15217118173286e-08	0.582423738844368	0.78	0.638	0.00105717517092957
PDE4B	3.15937904645643e-08	0.725230769278174	0.61	0.435	0.00105959254460056
RHBDF2	3.21146018696166e-08	2.26712485819831	0.109	0.026	0.0010770595175032
GDE1	3.23618189508444e-08	1.20451518691718	0.262	0.125	0.00108535068397342
TNFRSF25	3.26548484079504e-08	0.799593238741294	0.496	0.34	0.00109517830590584
CENPM	3.59251606290869e-08	1.15588506714904	0.22	0.094	0.00120485803717832
TP53INP1	3.71482969484207e-08	1.11337324119809	0.331	0.184	0.00124587958305613
APOBEC3G	3.97283230990443e-08	0.886799669898229	0.448	0.282	0.00133240850009575
SAMD9L	4.18835041414626e-08	1.15159200266292	0.292	0.153	0.00140468896189637
MT-ND4	4.41565334871335e-08	-0.396205960336875	0.897	0.919	0.00148092182009148
SNRPN	4.72883957033879e-08	-0.611154695073197	0.529	0.644	0.00158595821510022
ISG15	4.99657893619788e-08	1.01479061082886	0.571	0.416	0.00167575264362204
F2R	5.15332452014687e-08	1.93917242386087	0.125	0.037	0.00172832197756686
PSMB2	5.33209766086679e-08	0.620347258265054	0.568	0.403	0.0017882789135015
CSTB	5.52697186456494e-08	0.396786717213905	0.811	0.7	0.00185363582393779
CSF2	5.74767574060741e-08	3.33656849714091	0.061	0.006	0.00192765548988491
GATD3A	5.99032576742865e-08	-3.64391138713833	0.008	0.096	0.00200903545588022
CEBPD	6.1690659249265e-08	2.46175871834308	0.072	0.01	0.00206898132990185
PMAIP1	7.33636194322703e-08	1.05202035040853	0.382	0.229	0.00246046906851948
RNF139	8.07996303022708e-08	-1.10062734285966	0.234	0.372	0.00270985800107756
SRSF7	9.04659603079153e-08	0.477765994920529	0.903	0.824	0.00303404737680686
IFI6	9.12460126201274e-08	1.18833704775615	0.396	0.247	0.00306020877125383
GMFG	9.90518930286815e-08	0.341977889293177	0.936	0.866	0.00332200238839592
LMNB1	9.95812322096197e-08	0.89558563690134	0.32	0.174	0.00333975536584623
SELENOM	1.01404726019884e-07	-1.01343304099884	0.189	0.34	0.00340091170125488
NINJ1	1.02382352252675e-07	0.937324119685757	0.393	0.237	0.00343369932985022
ELOA	1.05870511459792e-07	1.0882719352206	0.209	0.09	0.00355068521333851
YWHAB	1.08829470865929e-07	0.35081586290462	0.964	0.937	0.00364992279390153
SELENOS	1.1914781523799e-07	0.781400592826675	0.39	0.225	0.00399597942745172
RPL24	1.2134771971076e-07	-0.2160784007044	1	1	0.00406975982365948
HERPUD1	1.2582067920105e-07	0.855420667724508	0.602	0.475	0.00421977393904481
AC016831.7	1.29239514153332e-07	0.756319509815576	0.535	0.388	0.00433443482567446
HLA-DPA1	1.34572968497377e-07	0.769545072813533	0.401	0.238	0.00451330821746505
NMI	1.37247937402308e-07	1.13295513005244	0.27	0.135	0.00460302132459861
FCRL3	1.37480892635233e-07	1.34481838217112	0.189	0.079	0.00461083417720044
COX5A	1.39928310951412e-07	0.441591600722038	0.763	0.654	0.00469291569268845
SLC25A5	1.41970566407941e-07	0.371226019940473	0.836	0.749	0.00476140885618951
TBX21	1.49162127419973e-07	1.60114322959796	0.159	0.059	0.00500259942941106
TMEM167A	1.52692504260696e-07	0.861050278341042	0.524	0.374	0.00512100120789523
NR4A2	1.53374445885158e-07	-0.872818172053327	0.616	0.699	0.00514387216609645
RASAL3	1.57208029130933e-07	0.593925363093806	0.624	0.469	0.00527244288099324
GALM	1.68816656796379e-07	0.810157850560635	0.476	0.322	0.00566177303563695
TUBB	1.76242169644553e-07	-0.506993015481293	0.652	0.76	0.00591080988553903
H2AFJ	1.80304323230694e-07	0.712013923644736	0.451	0.279	0.006047046392511
SOCS1	1.92990888078081e-07	0.849013520051912	0.557	0.415	0.00647252840436267
TRGV10	1.93220056182152e-07	3.43955118249761	0.061	0.007	0.006480214244237
DUSP5	2.0210094663104e-07	1.27673268426902	0.351	0.21	0.0067780615481118
LDHA	2.06876404255489e-07	0.580280210772419	0.825	0.765	0.00693822084592057
EEF1D	2.08543677807188e-07	-0.219860033078222	0.989	0.997	0.00699413786629746
IL22	2.20198491533728e-07	9.91060692859423	0.039	0	0.00738501700905818
SDF4	2.2311131468415e-07	0.498248707860666	0.741	0.581	0.00748270727187703
CFLAR	2.24815415492742e-07	0.628199200287514	0.674	0.529	0.0075398594047956
CPD	2.25552513923074e-07	1.08885808226302	0.212	0.094	0.00756458021195204
PNRC1	2.64663729632992e-07	-0.301152067266699	0.967	0.984	0.00887629216443127
RNF149	3.34795879879687e-07	0.532967495191705	0.708	0.575	0.0112283842194049
CAPZB	3.38054665019596e-07	0.352133493522525	0.897	0.826	0.0113376773554272
GBP1	3.41132260831766e-07	0.770956516169531	0.334	0.184	0.0114408937637758
ICA1	3.99029667295692e-07	-0.971287560698042	0.315	0.447	0.0133826569817629
HSPE1	4.28156370955413e-07	0.553940166696193	0.822	0.697	0.0143595083691026
PLAT	4.32152727932622e-07	2.57235883294161	0.07	0.012	0.0144935381894043
ARAP2	4.5464006590496e-07	0.600604453866489	0.499	0.318	0.0152477185303205
RHBDD2	4.72732145590623e-07	0.625084847976021	0.588	0.421	0.0158544906988183
S100A11	4.73291147794218e-07	0.561912507230787	0.694	0.554	0.0158732385147225
NDUFS5	4.79796589060158e-07	0.337286846885709	0.83	0.721	0.0160914180038996
MCL1	4.86401168985348e-07	0.38882958304937	0.9	0.829	0.0163129224054306
CHCHD2	5.08054340316777e-07	0.267092247778095	0.961	0.925	0.0170391264655441
GK	5.28016776389942e-07	0.683285936679932	0.577	0.415	0.0177086266465659
RPS11	5.37076439556571e-07	-0.258436146707803	0.953	0.984	0.0180124696298483
DBNL	5.87774516111085e-07	0.581998307591403	0.56	0.393	0.0197127817213336
RELB	6.56555295377286e-07	0.526098535874373	0.499	0.325	0.0220195514963634
PSMA5	6.82224930058842e-07	0.438216297832454	0.749	0.603	0.0228804597043134
FYN	7.07184423751754e-07	0.430730084678959	0.769	0.649	0.0237175512037863
APOL3	7.45218602543037e-07	1.1803288717573	0.198	0.088	0.0249931414920884
FURIN	7.65508777598357e-07	1.09330211474193	0.234	0.116	0.0256736333830937
HMGB1	7.82317995673078e-07	0.336027249058283	0.919	0.915	0.0262373809388837
PIM1	7.91674000438796e-07	0.787524448884471	0.538	0.375	0.0265511626267163
TMEM208	8.04271656348815e-07	0.643679948140989	0.409	0.246	0.0269736628106266
CD52	8.06644288987441e-07	0.422161840003251	0.969	0.944	0.0270532361640608
PSAP	8.4408373339867e-07	-0.465631238457957	0.643	0.724	0.0283088802507246
FRMD4A	8.60463385359929e-07	-2.06307947311953	0.031	0.124	0.0288582210182013
SUMO2	8.7651526938118e-07	0.266961130928666	0.975	0.946	0.029396569104506
ACP5	9.07644326742312e-07	0.70941581127179	0.568	0.404	0.0304405754302837
CD101	9.11366044541393e-07	-3.0756409184084	0.017	0.097	0.0305653944018293
HELZ2	9.74682726592638e-07	1.2785660966515	0.164	0.068	0.0326889092844639
ADAM8	9.76341724157118e-07	1.21165847190039	0.189	0.085	0.0327445487447814
PRCC	9.86198669427407e-07	0.713124357810623	0.365	0.224	0.0330751309752564
IRF7	9.89469948980857e-07	0.949047722027625	0.407	0.263	0.03318484314892
MIR4435-2HG	1.03016541343972e-06	0.47642371374891	0.752	0.65	0.0345496876359414
HELZ	1.07023322456867e-06	0.807308301014587	0.345	0.207	0.035893481885584
LAMTOR5	1.14067009383256e-06	0.537868339170665	0.571	0.41	0.0382557936069565
PRKAR1B	1.16154222317484e-06	1.12155687468577	0.22	0.11	0.0389558030808377
RASA3	1.22852711682694e-06	1.16565931487007	0.237	0.122	0.041202342444142
MT-CO2	1.31980271798782e-06	0.16098379887584	1	1	0.0442635435558756
